 ,age,vocation,education_level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,text,emotion,,,
male,43,doctor,phd,low,high,low,low,low,3. I learned that the wolf is untrustworthy and can't be relied upon as a surety.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"4. Yes, I agree with the lesson. The wolf's reputation precedes him, and no one should trust him with anything.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"5. Actually, I can see some resemblance between the wolf and some patients I have seen who make promises they don't intend to keep.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,1. I don't like this story.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a mother goat who leaves her kid at home to get provisions from the market. She tells the kid to let no one in, except for someone who says the password: ""Down with the wolf and all his race."" A wolf tries to deceive the kid by saying the password, but the kid is cautious and doesn't let the wolf in. The wolf goes away hungry.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. One lesson from the story is that you can't be too careful when it comes to trusting strangers.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,4. I agree with the lesson. It's always better to be safe than sorry.,positive,,,
male,43,doctor,phd,low,high,low,low,low,"5. No, I don't have any personal experiences with wolves trying to deceive me.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"1. The story is interesting, I suppose.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a swallow and a crow arguing over their plumage, with the swallow criticizing the crow's appearance and the crow defending its black stiff quills by pointing out the swallow's dislike of winter.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. One learns that there is no universal standard for beauty or one's appearance.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,"4. Yes, the lesson makes sense to me.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"5. No, I don't relate this story to my own experience.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"1. I don't have time for frivolous stories, what's the point of getting attached to a simple tale like this?",negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a mother monkey who participates in a baby show with Jupiter as the judge. She confidently presents her baby, despite its unusual features, and claims it's the prettiest and sweetest despite others laughing at it.",positive,,,
male,43,doctor,phd,low,high,low,low,low,3. There's no significant lesson in this story; it's simply a minor anecdote.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"4. I have no qualms with the mother monkey's attitude; she knows her baby is special to her, and that's all that matters.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"5. No, this story doesn't relate to my experience; I'm a doctor, after all.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,1. I don't like this story.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The wolf ran down a stag, and the lion divided it among the four of them. He then took the first part, saying that as king, he should get it. He took the second part because he was the strongest and the third piece because he was the bravest.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"3. The story teaches us about fairness, sharing, and using power wisely and justly.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"4. However, the king lion's self-serving behavior is questionable. Some people might see it as a lesson that power comes with responsibility and that leaders should act with fairness and justice. Others might see it as a reminder to check one's ego and stay humble. Both are possible interpretations of this story.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"5. I see connections between this story and real-life situations where power is exercised unfairly. Whenever a certain class or group unfairly exercises power over others, it can lead to retaliation or war, which may not be initially apparent from the decision to divide the food.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"1. No, I don't like this story.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a little mole who claims he can see, but his mother sets a test to prove him wrong. He fails to identify what frankincense is and thinks it's a pebble.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. The story teaches that one should not be too proud or overconfident.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,"4. Yes, I agree with the lesson. It's good to be humble and acknowledge one's limitations.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"5. No, I did not relate this story to my own experience.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"1. No, I don't like this story.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The young rattlesnake went to a cactus to get water, but the scorpion fought him, and he got hurt and thirsty.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"3. I learned that in the desert, you might not always find friendly creatures.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"4. Yes, I agree, sometimes you have to be careful even with the creatures you think are friendly.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"5. No, I don't relate it to my own experience.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,1. I don't like this story.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a dog who dressed up as a wolf to play with a hare. The hare was initially prejudiced against the dog because of his appearance, but after the truth was revealed, the hare apologized and they became friends. They then decided to spend time together at the park.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"3. One thing I learned from the story is that people (or in this case, animals) should not judge others based on appearances, but rather on their character.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,4. I agree with the lesson that people should not make judgments based on how others look. It's a simplistic but worthwhile message.,positive,,,
male,43,doctor,phd,low,high,low,low,low,5. I don't relate this story to my own experience as I am a doctor and this is a story about animals.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,"1. No, I don't like this story.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story tells about a lion and a crocodile who have a race, and the crocodile wins.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. The story teaches that everyone has skills that work well in different ways.,positive,,,
male,43,doctor,phd,low,high,low,low,low,4. I agree with the lesson. I think it's a good life lesson to learn about the different strengths and weaknesses of people.,positive,,,
male,43,doctor,phd,low,high,low,low,low,"5. The story doesn't really relate to my experience as a doctor, but it's an interesting way to think about how different people have different skills and abilities.",positive,,,
male,43,doctor,phd,low,high,low,low,low,"1. No, I don't like this story.",negative,,,
male,43,doctor,phd,low,high,low,low,low,2. The main content of the story is about a giraffe and an ant who become friends after the ant apologizes for being bossy.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. We can help each other if we cooperate and be kind to one another.,positive,,,
male,43,doctor,phd,low,high,low,low,low,"4. Yes, it's a good lesson to learn.",positive,,,
male,43,doctor,phd,low,high,low,low,low,5. Not really.,neutral,,,
male,43,doctor,phd,low,high,low,low,low,"1. I don't really enjoy this story, to be honest.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about two kids, Charlie and Kyle, who are walking by a creepy house when Kyle wants to go inside. Charlie says no because he claims their old house was haunted and he doesn't want to go through that again.",negative,,,
male,43,doctor,phd,low,high,low,low,low,"3. I learned that the two kids went to the house a couple of days ago with a friend named James, and when James went inside, something scared him and he had to be escorted out by Charlie.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"4. I don't really have a clear opinion on the lesson of the story, to be honest. It seems like the kids were just trying to avoid going into the house.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,"5. I haven't really related this story to my own experience, but I can see why the kids would be reluctant to go into a creepy house.",negative,,,
male,43,doctor,phd,low,high,low,low,low,1. I dislike the story.,negative,,,
male,43,doctor,phd,low,high,low,low,low,"2. The story is about a fast cheetah named Fred and a slow cheetah named Bill, who have a series of races.",neutral,,,
male,43,doctor,phd,low,high,low,low,low,3. Consistency is key in achieving goals. Losers shouldn't become complacent if they experience an initial setback but should continue striving to improve and eventually succeed.,positive,,,
male,43,doctor,phd,low,high,low,low,low,"4. The attitude Fred exhibited can be frustrating to be around. Because he was overconfident in winning the race, Bill was motivated to try harder and achieve success.",negative,,,
male,43,doctor,phd,low,high,low,low,low,5. Fixing our flaws and staying committed to accomplishing our goals allows us to maintain the pace of progress without slowing down with time. This adaptation enables us to achieve greater success than our beginning speed.,positive,,,
male,43,doctor,phd,low,high,low,low,low,1. I don't like the story.,negative,,,
